UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Timestamp,Shift,Downtime_min,Quantity_Produced,Ideal_Production_per_Hour
4523,M19382,M,302.5,310.5,1918,21.6,6.104674660047106,0,0,0,0,0,0,2025-08-18 15:00:00,2,0,51,50
4524,L51703,L,302.5,310.4,1488,48.4,6.760080464401434,0,0,0,0,0,0,2025-08-18 16:00:00,2,0,50,50
4525,M19384,M,302.5,310.5,1527,38.8,8.694926357243187,0,0,0,0,0,0,2025-08-18 17:00:00,2,0,45,50
4526,M19385,M,302.4,310.4,1463,42.2,9.477446667177361,0,0,0,0,0,0,2025-08-18 18:00:00,2,0,51,50
4527,L51706,L,302.4,310.4,1521,38.5,10.2774710590761,0,0,0,0,0,0,2025-08-18 19:00:00,2,0,52,50
4528,M19387,M,302.4,310.5,1372,45.7,11.262837465135368,0,0,1,0,0,0,2025-08-18 20:00:00,2,0,45,50
4529,L51708,L,302.5,310.5,1507,39.5,13.05990840944832,0,0,0,0,0,0,2025-08-18 21:00:00,2,0,45,50
4530,M19389,M,302.4,310.4,1586,34.3,13.79378617394256,0,0,0,0,0,0,2025-08-18 22:00:00,3,0,53,50
4531,L51710,L,302.5,310.4,1487,42.0,14.371461339857161,0,0,0,0,0,0,2025-08-18 23:00:00,3,0,55,50
4532,L51711,L,302.5,310.5,1520,41.2,16.15384982462377,0,0,0,0,0,0,2025-08-19 00:00:00,3,0,54,50
4533,H33946,H,302.5,310.4,1422,41.9,18.08639221802266,0,0,0,0,0,0,2025-08-19 01:00:00,3,0,46,50
4534,M19393,M,302.4,310.3,1375,52.5,19.80312661040392,0,0,1,0,0,0,2025-08-19 03:00:00,3,0,53,50
4535,L51714,L,302.4,310.2,1633,28.0,21.01904305920377,0,0,0,0,0,0,2025-08-19 04:00:00,3,0,55,50
4536,L51715,L,302.4,310.2,1503,36.2,22.025037355858892,0,0,0,0,0,0,2025-08-19 05:00:00,3,0,53,50
4537,L51716,L,302.4,310.2,1351,45.1,23.43807049665287,0,0,1,0,0,0,2025-08-19 06:00:00,1,0,52,50
4538,L51717,L,302.3,310.2,1548,35.3,25.155391006154968,0,0,0,0,0,0,2025-08-19 07:00:00,1,0,52,50
4539,L51718,L,302.4,310.3,1923,23.3,27.087081647462917,0,0,0,0,0,0,2025-08-19 08:00:00,1,0,47,50
4540,L51719,L,302.5,310.3,1592,32.6,28.142086958325464,0,0,0,0,0,0,2025-08-19 09:00:00,1,0,53,50
4541,M19400,M,302.5,310.4,1580,35.6,0.0,1,0,0,0,0,0,2025-08-19 10:00:00,1,60,2,50
4542,L51721,L,302.5,310.4,1427,46.8,1.5399116411130778,0,0,0,0,0,0,2025-08-19 11:00:00,1,0,51,50
4543,M19402,M,302.5,310.4,1581,32.7,3.161992744745252,0,0,0,0,0,0,2025-08-19 12:00:00,1,0,50,50
4544,M19403,M,302.6,310.5,1542,39.9,4.489228187772257,0,0,0,0,0,0,2025-08-19 13:00:00,1,0,45,50
4545,L51724,L,302.5,310.4,1349,55.1,6.225205775449826,0,0,1,0,0,0,2025-08-19 14:00:00,2,0,52,50
4546,L51725,L,302.5,310.5,1463,43.0,7.53680756343506,0,0,0,0,0,0,2025-08-19 15:00:00,2,0,45,50
4547,M19406,M,302.5,310.4,1429,43.2,9.0319950479592,0,0,0,0,0,0,2025-08-19 16:00:00,2,0,51,50
4548,M19407,M,302.5,310.4,1451,53.6,10.104762246344324,0,0,0,0,0,0,2025-08-19 17:00:00,2,0,52,50
4549,L51728,L,302.6,310.5,1511,37.2,10.839154256061358,0,0,0,0,0,0,2025-08-19 18:00:00,2,0,46,50
4550,L51729,L,302.6,310.6,1549,37.5,12.146454843176087,0,0,0,0,0,0,2025-08-19 19:00:00,2,0,51,50
4551,M19410,M,302.5,310.5,1507,40.2,13.263295887123578,0,0,0,0,0,0,2025-08-19 20:00:00,2,0,48,50
4552,M19411,M,302.6,310.5,1524,33.7,14.047976053275441,0,0,0,0,0,0,2025-08-19 21:00:00,2,0,54,50
4553,M19412,M,302.7,310.5,1880,22.7,14.873862154016239,0,0,0,0,0,0,2025-08-19 22:00:00,3,0,49,50
4554,L51733,L,302.6,310.5,1461,45.4,15.558047006872574,0,0,0,0,0,0,2025-08-19 23:00:00,3,0,48,50
4555,L51734,L,302.6,310.5,1748,28.2,16.646645660234245,0,0,0,0,0,0,2025-08-20 00:00:00,3,0,45,50
4556,L51735,L,302.7,310.6,1690,26.7,17.29833344250673,0,0,0,0,0,0,2025-08-20 01:00:00,3,0,45,50
4557,M19416,M,302.7,310.6,1349,51.2,18.969795043583808,0,0,1,0,0,0,2025-08-20 03:00:00,3,0,53,50
4558,L51737,L,302.7,310.6,1686,26.3,20.52124952545099,0,0,0,0,0,0,2025-08-20 04:00:00,3,0,52,50
4559,L51738,L,302.7,310.7,1369,47.5,21.720199647730194,0,0,1,0,0,0,2025-08-20 05:00:00,3,0,45,50
4560,L51739,L,302.7,310.7,1433,43.7,22.88368625277951,0,0,0,0,0,0,2025-08-20 06:00:00,1,0,51,50
4561,L51740,L,302.7,310.7,1597,41.9,23.784703321017787,0,0,0,0,0,0,2025-08-20 07:00:00,1,0,52,50
4562,L51741,L,302.9,310.8,1610,32.2,0.0,1,0,0,0,0,0,2025-08-20 08:00:00,1,60,4,50
4563,L51742,L,302.7,310.7,1398,57.7,1.3434237541512841,0,0,0,0,0,0,2025-08-20 09:00:00,1,0,52,50
4564,L51743,L,302.7,310.7,1977,20.0,3.312448790637123,0,0,0,0,0,0,2025-08-20 10:00:00,1,0,49,50
4565,L51744,L,302.8,310.8,1516,39.5,5.061722353024287,0,0,0,0,0,0,2025-08-20 11:00:00,1,0,51,50
4566,H33979,H,302.7,310.8,1275,55.0,5.792233812344717,0,0,1,0,0,0,2025-08-20 12:00:00,1,0,53,50
4567,L51746,L,302.8,310.8,1402,50.5,6.301365108808103,0,0,0,0,0,0,2025-08-20 13:00:00,1,0,49,50
4568,M19427,M,302.8,310.8,1451,44.7,7.843813012036061,0,0,0,0,0,0,2025-08-20 14:00:00,2,0,46,50
4569,M19428,M,302.7,310.8,1555,36.1,9.53042122725323,0,0,0,0,0,0,2025-08-20 15:00:00,2,0,46,50
4570,L51749,L,302.8,310.9,1636,35.0,10.481211363110974,0,0,0,0,0,0,2025-08-20 16:00:00,2,0,45,50
4571,L51750,L,302.8,310.9,1312,52.2,11.684081069673683,0,0,1,0,0,0,2025-08-20 17:00:00,2,0,47,50
4572,L51751,L,302.8,310.9,1708,29.8,13.639177875203929,0,0,0,0,0,0,2025-08-20 18:00:00,2,0,55,50
4573,M19432,M,302.9,311.0,1556,36.5,15.624342550806304,0,0,0,0,0,0,2025-08-20 19:00:00,2,0,50,50
4574,H33987,H,302.8,311.0,1436,43.5,16.772468120084405,0,0,0,0,0,0,2025-08-20 20:00:00,2,0,45,50
4575,M19434,M,302.9,311.0,1402,40.7,17.477510731817958,0,0,0,0,0,0,2025-08-20 21:00:00,2,0,48,50
4576,M19435,M,302.9,311.0,1437,49.9,18.658409905273302,0,0,0,0,0,0,2025-08-20 22:00:00,3,0,46,50
4577,M19436,M,302.9,311.1,1926,21.8,20.175050646817308,0,0,0,0,0,0,2025-08-20 23:00:00,3,0,45,50
4578,L51757,L,303.0,311.2,1800,23.7,20.993985431246276,0,0,0,0,0,0,2025-08-21 00:00:00,3,0,52,50
4579,L51758,L,303.0,311.2,1641,32.6,21.626454513074144,0,0,0,0,0,0,2025-08-21 01:00:00,3,0,50,50
4580,L51759,L,303.0,311.2,1374,48.2,0.0,1,0,1,0,0,0,2025-08-21 03:00:00,3,60,3,50
4581,L51760,L,303.0,311.2,1494,37.0,1.6082411560267693,0,0,0,0,0,0,2025-08-21 04:00:00,3,0,51,50
4582,L51761,L,303.0,311.2,1601,32.9,2.8684162284002404,0,0,0,0,0,0,2025-08-21 05:00:00,3,0,49,50
4583,L51762,L,302.9,311.2,1634,36.9,3.853557261383563,0,0,0,0,0,0,2025-08-21 06:00:00,1,0,46,50
4584,M19443,M,302.9,311.2,1467,37.7,4.494502954499137,0,0,0,0,0,0,2025-08-21 07:00:00,1,0,48,50
4585,L51764,L,302.8,311.1,1550,32.3,6.482760526171751,0,0,0,0,0,0,2025-08-21 08:00:00,1,0,49,50
4586,L51765,L,302.8,311.1,1563,32.2,8.214754701697117,0,0,0,0,0,0,2025-08-21 09:00:00,1,0,55,50
4587,L51766,L,302.7,310.9,1395,48.3,0.0,1,0,0,0,0,0,2025-08-21 10:00:00,1,60,7,50
4588,M19447,M,302.8,311.0,1507,33.4,1.501376032697841,0,0,0,0,0,0,2025-08-21 11:00:00,1,0,51,50
4589,L51768,L,302.8,311.0,1564,38.5,2.3386338947748024,0,0,0,0,0,0,2025-08-21 12:00:00,1,0,50,50
4590,L51769,L,302.8,311.1,1721,30.0,3.140803617243493,0,0,0,0,0,0,2025-08-21 13:00:00,1,0,52,50
4591,L51770,L,302.8,311.1,1456,36.1,4.201924738175798,0,0,0,0,0,0,2025-08-21 14:00:00,2,0,55,50
4592,H34005,H,302.9,311.2,2102,17.8,5.476434466433288,0,0,0,0,0,0,2025-08-21 15:00:00,2,0,51,50
4593,L51772,L,302.9,311.1,1555,33.9,6.678560556714758,0,0,0,0,0,0,2025-08-21 16:00:00,2,0,51,50
4594,L51773,L,303.0,311.2,1409,41.9,8.128515546312766,0,0,0,0,0,0,2025-08-21 17:00:00,2,0,47,50
4595,M19454,M,303.0,311.2,1387,41.4,9.972856132274929,0,0,0,0,0,0,2025-08-21 18:00:00,2,0,46,50
4596,M19455,M,303.0,311.2,1460,43.9,11.715605700491333,0,0,0,0,0,0,2025-08-21 19:00:00,2,0,49,50
4597,L51776,L,303.0,311.2,1361,47.6,13.139753543715365,0,0,1,0,0,0,2025-08-21 20:00:00,2,0,48,50
4598,M19457,M,303.0,311.1,1490,43.0,15.071728237698467,0,0,0,0,0,0,2025-08-21 21:00:00,2,0,55,50
4599,L51778,L,303.1,311.2,1399,49.2,16.041836579910303,0,0,0,0,0,0,2025-08-21 22:00:00,3,0,49,50
4600,L51779,L,303.1,311.1,1420,55.8,16.831904494728885,0,0,0,0,0,0,2025-08-21 23:00:00,3,0,48,50
4601,L51780,L,303.0,311.0,1359,44.2,17.46577912218376,0,0,1,0,0,0,2025-08-22 00:00:00,3,0,49,50
4602,M19461,M,303.0,311.1,1372,54.3,18.890886243046115,0,0,1,0,0,0,2025-08-22 01:00:00,3,0,50,50
4603,M19462,M,303.0,311.0,1409,41.7,19.77599864505844,0,0,0,0,0,0,2025-08-22 03:00:00,3,0,49,50
4604,H34017,H,302.9,311.0,1452,58.3,21.295807955979203,0,0,0,0,0,0,2025-08-22 04:00:00,3,0,48,50
4605,L51784,L,302.9,311.0,1820,24.6,22.896145485382462,0,0,0,0,0,0,2025-08-22 05:00:00,3,0,49,50
4606,H34019,H,302.9,311.0,1469,48.7,23.83025318143908,0,0,0,0,0,0,2025-08-22 06:00:00,1,0,54,50
4607,L51786,L,302.9,311.1,1556,45.3,25.126757876053524,0,0,0,0,0,0,2025-08-22 07:00:00,1,0,53,50
4608,L51787,L,303.0,311.1,1980,20.2,26.80439618194101,0,0,0,0,0,0,2025-08-22 08:00:00,1,0,47,50
4609,M19468,M,303.0,311.2,1519,38.0,28.472298219991842,0,0,0,0,0,0,2025-08-22 09:00:00,1,0,49,50
4610,L51789,L,303.0,311.2,1456,44.0,29.981367009721996,0,0,0,0,0,0,2025-08-22 10:00:00,1,0,48,50
4611,L51790,L,303.1,311.2,1394,45.3,31.831186290578724,0,0,0,0,0,0,2025-08-22 11:00:00,1,0,45,50
4612,L51791,L,303.0,311.3,1365,56.2,33.20344875501483,0,0,1,0,0,0,2025-08-22 12:00:00,1,0,53,50
4613,L51792,L,303.0,311.3,2194,16.5,34.5248947320851,0,0,0,0,0,0,2025-08-22 13:00:00,1,0,52,50
4614,L51793,L,303.1,311.3,1403,55.6,35.20752272855662,0,0,0,0,0,0,2025-08-22 14:00:00,2,0,53,50
4615,H34028,H,303.0,311.2,1503,37.0,0.0,1,0,0,0,0,0,2025-08-22 15:00:00,2,60,7,50
4616,L51795,L,303.0,311.3,1793,29.3,1.0817676495287705,0,0,0,0,0,0,2025-08-22 16:00:00,2,0,49,50
4617,L51796,L,303.1,311.4,1829,24.5,1.7099678517599926,0,0,0,0,0,0,2025-08-22 17:00:00,2,0,48,50
4618,M19477,M,303.1,311.4,1831,23.3,3.570312439210734,0,0,0,0,0,0,2025-08-22 18:00:00,2,0,49,50
4619,M19478,M,303.0,311.3,1335,53.6,4.383103749659515,0,0,1,0,0,0,2025-08-22 19:00:00,2,0,52,50
4620,H34033,H,303.1,311.3,2056,19.7,5.883581041863835,0,0,0,0,0,0,2025-08-22 20:00:00,2,0,47,50
4621,L51800,L,303.1,311.3,1336,52.6,7.341629684188593,0,0,1,0,0,0,2025-08-22 21:00:00,2,0,54,50
4622,L51801,L,303.0,311.2,1341,51.0,8.779964343772326,0,0,1,0,0,0,2025-08-22 22:00:00,3,0,51,50
4623,M19482,M,303.0,311.1,1526,37.3,10.323177750055942,0,0,0,0,0,0,2025-08-22 23:00:00,3,0,51,50
4624,L51803,L,303.0,311.1,1525,40.7,12.025664394268038,0,0,0,0,0,0,2025-08-23 00:00:00,3,0,47,50
4625,M19484,M,303.0,311.1,1428,39.8,13.239503160512275,0,0,0,0,0,0,2025-08-23 01:00:00,3,0,48,50
4626,L51805,L,303.0,311.2,1511,45.7,13.929337675003632,0,0,0,0,0,0,2025-08-23 03:00:00,3,0,47,50
4627,L51806,L,303.0,311.2,1664,29.8,15.334804461762614,0,0,0,0,0,0,2025-08-23 04:00:00,3,0,50,50
4628,M19487,M,303.0,311.2,1592,38.9,17.170437767431363,0,0,0,0,0,0,2025-08-23 05:00:00,3,0,52,50
4629,M19488,M,303.0,311.1,1597,36.7,17.821179906290993,0,0,0,0,0,0,2025-08-23 06:00:00,1,0,54,50
4630,L51809,L,303.0,311.2,1735,26.1,19.800724258836315,0,0,0,0,0,0,2025-08-23 07:00:00,1,0,45,50
4631,L51810,L,302.9,311.2,1751,23.8,20.503792152852967,0,0,0,0,0,0,2025-08-23 08:00:00,1,0,53,50
4632,L51811,L,303.0,311.2,1383,44.6,22.085323711807092,0,0,0,0,0,0,2025-08-23 09:00:00,1,0,53,50
4633,M19492,M,302.9,311.2,1330,53.7,23.99627853801646,0,0,1,0,0,0,2025-08-23 10:00:00,1,0,54,50
4634,L51813,L,303.0,311.2,1382,50.5,0.0,1,0,0,0,0,0,2025-08-23 11:00:00,1,60,5,50
4635,L51814,L,303.0,311.2,1755,30.4,1.8719976611356242,0,0,0,0,0,0,2025-08-23 12:00:00,1,0,50,50
4636,M19495,M,303.0,311.2,1614,35.7,2.8023529845037776,0,0,0,0,0,0,2025-08-23 13:00:00,1,0,48,50
4637,L51816,L,303.0,311.3,1466,43.0,4.109237531405606,0,0,0,0,0,0,2025-08-23 14:00:00,2,0,54,50
4638,M19497,M,303.1,311.3,1847,24.7,5.692101892394062,0,0,0,0,0,0,2025-08-23 15:00:00,2,0,51,50
4639,L51818,L,303.1,311.3,1474,34.8,7.264139493266198,0,0,0,0,0,0,2025-08-23 16:00:00,2,0,54,50
4640,L51819,L,303.1,311.3,1657,31.8,8.781665437448728,0,0,0,0,0,0,2025-08-23 17:00:00,2,0,45,50
4641,L51820,L,303.1,311.2,1435,40.1,9.64310493087065,0,0,0,0,0,0,2025-08-23 18:00:00,2,0,46,50
4642,H34055,H,303.1,311.3,1494,42.7,10.44921451847336,0,0,0,0,0,0,2025-08-23 19:00:00,2,0,52,50
4643,L51822,L,303.2,311.4,1238,54.6,11.82364394252014,0,0,1,0,1,0,2025-08-23 20:00:00,2,0,51,50
4644,L51823,L,303.2,311.4,1324,54.2,12.751293191594632,0,0,1,0,1,0,2025-08-23 21:00:00,2,0,46,50
4645,L51824,L,303.2,311.4,1514,41.2,13.601661816277431,0,0,0,0,0,0,2025-08-23 22:00:00,3,0,54,50
4646,L51825,L,303.3,311.4,1732,25.6,14.472678822992448,0,0,0,0,0,0,2025-08-23 23:00:00,3,0,47,50
4647,L51826,L,303.3,311.4,1497,46.0,15.877616088910473,0,1,0,0,0,0,2025-08-25 00:00:00,3,0,55,50
4648,L51827,L,303.3,311.4,1958,21.5,17.04639054020855,0,0,0,0,0,0,2025-08-25 01:00:00,3,0,55,50
4649,L51828,L,303.3,311.4,1630,32.5,18.684059475708345,0,0,0,0,0,0,2025-08-25 03:00:00,3,0,45,50
4650,M19509,M,303.3,311.4,1395,59.1,19.511694168702935,0,0,0,0,0,0,2025-08-25 04:00:00,3,0,50,50
4651,L51830,L,303.3,311.4,1658,30.5,20.581705215064062,0,0,0,0,0,0,2025-08-25 05:00:00,3,0,46,50
4652,L51831,L,303.2,311.4,1349,51.1,22.211504767935406,0,0,1,0,0,0,2025-08-25 06:00:00,1,0,52,50
4653,L51832,L,303.1,311.2,1452,52.9,23.82970532524599,0,0,0,0,0,0,2025-08-25 07:00:00,1,0,47,50
4654,M19513,M,303.1,311.1,1594,35.5,25.45137028265414,0,0,0,0,0,0,2025-08-25 08:00:00,1,0,50,50
4655,M19514,M,303.1,311.0,1510,47.6,26.733276492991944,0,0,0,0,0,0,2025-08-25 09:00:00,1,0,55,50
4656,L51835,L,303.1,311.1,1854,22.6,27.492660239432837,0,0,0,0,0,0,2025-08-25 10:00:00,1,0,47,50
4657,L51836,L,303.1,311.2,1626,32.3,28.334076107395497,0,0,0,0,0,0,2025-08-25 11:00:00,1,0,53,50
4658,L51837,L,303.1,311.2,1628,35.2,29.877534994460202,0,0,0,0,0,0,2025-08-25 12:00:00,1,0,48,50
4659,L51838,L,303.1,311.2,1679,34.8,30.962791067367785,0,0,0,0,0,0,2025-08-25 13:00:00,1,0,47,50
4660,M19519,M,303.1,311.2,1489,44.5,32.19515276151793,0,0,0,0,0,0,2025-08-25 14:00:00,2,0,52,50
4661,L51840,L,303.2,311.2,1439,43.9,32.76370999847581,0,0,0,0,0,0,2025-08-25 15:00:00,2,0,47,50
4662,L51841,L,303.3,311.3,1350,48.1,34.57925090536827,0,0,1,0,0,0,2025-08-25 16:00:00,2,0,52,50
4663,H34076,H,303.3,311.2,1607,31.7,35.1542249779846,0,0,0,0,0,0,2025-08-25 17:00:00,2,0,50,50
4664,L51843,L,303.3,311.3,1389,53.9,36.12901720328155,0,0,0,0,0,0,2025-08-25 18:00:00,2,0,54,50
4665,M19524,M,303.3,311.3,1566,46.1,38.00294290905006,0,0,0,0,0,0,2025-08-25 19:00:00,2,0,45,50
4666,M19525,M,303.4,311.4,1307,54.0,0.0,1,0,1,0,0,0,2025-08-25 20:00:00,2,60,3,50
4667,M19526,M,303.3,311.5,1569,36.6,1.3404051133954593,0,0,0,0,0,0,2025-08-25 21:00:00,2,0,48,50
4668,H34081,H,303.3,311.4,1651,30.6,1.8715171276047604,0,0,0,0,0,0,2025-08-25 22:00:00,3,0,47,50
4669,H34082,H,303.3,311.4,1692,27.9,3.473077345619921,0,0,0,0,0,0,2025-08-25 23:00:00,3,0,45,50
4670,M19529,M,303.3,311.5,1373,47.3,4.827639121474821,0,0,1,0,0,0,2025-08-26 00:00:00,3,0,55,50
4671,L51850,L,303.2,311.4,1610,35.5,5.914643965505559,0,0,0,0,0,0,2025-08-26 01:00:00,3,0,51,50
4672,L51851,L,303.3,311.4,1511,43.4,6.673628769254157,0,0,0,0,0,0,2025-08-26 03:00:00,3,0,47,50
4673,L51852,L,303.3,311.5,1412,55.6,7.52320391704108,0,0,0,0,0,0,2025-08-26 04:00:00,3,0,47,50
4674,L51853,L,303.4,311.5,1501,36.2,0.0,1,0,0,0,0,0,2025-08-26 05:00:00,3,60,6,50
4675,L51854,L,303.4,311.5,1414,44.8,1.374082213975668,0,0,0,0,0,0,2025-08-26 06:00:00,1,0,54,50
4676,H34089,H,303.5,311.5,1629,33.5,2.42469464009322,0,0,0,0,0,0,2025-08-26 07:00:00,1,0,52,50
4677,L51856,L,303.4,311.5,1879,21.3,3.0668509774812494,0,0,0,0,0,0,2025-08-26 08:00:00,1,0,48,50
4678,H34091,H,303.5,311.6,1466,47.0,4.1246949767930134,0,0,0,0,0,0,2025-08-26 09:00:00,1,0,45,50
4679,H34092,H,303.6,311.7,1476,40.1,4.884500422932882,0,0,0,0,0,0,2025-08-26 10:00:00,1,0,49,50
4680,L51859,L,303.6,311.8,1695,30.7,6.574469692532734,0,0,0,0,0,0,2025-08-26 11:00:00,1,0,54,50
4681,L51860,L,303.6,311.7,1491,39.8,8.075512388770445,0,0,0,0,0,0,2025-08-26 12:00:00,1,0,45,50
4682,M19541,M,303.6,311.8,1659,34.7,8.801617878317197,0,0,0,0,0,0,2025-08-26 13:00:00,1,0,49,50
4683,L51862,L,303.6,311.8,1567,31.7,10.221542898580045,0,0,0,0,0,0,2025-08-26 14:00:00,2,0,52,50
4684,L51863,L,303.6,311.8,1736,32.9,12.18357777925874,0,0,0,0,0,0,2025-08-26 15:00:00,2,0,51,50
4685,M19544,M,303.6,311.8,1421,44.8,13.132174243672006,0,0,0,0,0,0,2025-08-26 16:00:00,2,0,51,50
4686,M19545,M,303.6,311.8,1627,30.8,14.51205834450374,0,0,0,0,0,0,2025-08-26 17:00:00,2,0,50,50
4687,M19546,M,303.5,311.6,1562,34.2,15.576279309519476,0,0,0,0,0,0,2025-08-26 18:00:00,2,0,46,50
4688,L51867,L,303.5,311.6,2183,17.0,16.373887355510334,0,0,0,0,0,0,2025-08-26 19:00:00,2,0,51,50
4689,L51868,L,303.5,311.6,1577,38.1,17.183395673383465,0,0,0,0,0,0,2025-08-26 20:00:00,2,0,50,50
4690,M19549,M,303.4,311.5,1560,36.4,19.02931968158675,0,0,0,0,0,0,2025-08-26 21:00:00,2,0,48,50
4691,M19550,M,303.4,311.5,1483,43.0,19.556798695492063,0,0,0,0,0,0,2025-08-26 22:00:00,3,0,45,50
4692,L51871,L,303.5,311.5,1535,33.3,20.111181038654355,0,0,0,0,0,0,2025-08-26 23:00:00,3,0,47,50
4693,M19552,M,303.4,311.4,1606,29.6,21.647791448561208,0,0,0,0,0,0,2025-08-27 00:00:00,3,0,45,50
4694,M19553,M,303.4,311.5,1817,24.7,22.391481769316457,0,0,0,0,0,0,2025-08-27 01:00:00,3,0,51,50
4695,L51874,L,303.4,311.5,1424,50.8,23.511948901584553,0,0,0,0,0,0,2025-08-27 03:00:00,3,0,45,50
4696,L51875,L,303.3,311.6,1514,34.7,24.425210931482546,0,0,0,0,0,0,2025-08-27 04:00:00,3,0,48,50
4697,L51876,L,303.4,311.6,1449,41.7,25.57768720023824,0,0,0,0,0,0,2025-08-27 05:00:00,3,0,52,50
4698,M19557,M,303.5,311.6,1573,34.0,26.787706021629667,0,0,0,0,0,0,2025-08-27 06:00:00,1,0,54,50
4699,L51878,L,303.4,311.6,1564,41.9,28.51333344200914,0,0,0,0,0,0,2025-08-27 07:00:00,1,0,52,50
4700,L51879,L,303.5,311.6,1428,46.2,30.357630139428235,0,0,0,0,0,0,2025-08-27 08:00:00,1,0,55,50
4701,L51880,L,303.5,311.7,1620,31.0,31.752624499826958,0,0,0,0,0,0,2025-08-27 09:00:00,1,0,46,50
4702,H34115,H,303.5,311.7,1584,32.7,32.4035029847219,0,0,0,0,0,0,2025-08-27 10:00:00,1,0,49,50
4703,L51882,L,303.6,311.8,1222,66.8,34.39727138729631,0,0,1,0,0,0,2025-08-27 11:00:00,1,0,48,50
4704,M19563,M,303.6,311.8,1432,42.5,35.53772068621814,0,0,0,0,0,0,2025-08-27 12:00:00,1,0,50,50
4705,L51884,L,303.7,311.9,1561,33.3,36.95871337227036,0,0,0,0,0,0,2025-08-27 13:00:00,1,0,48,50
4706,L51885,L,303.6,311.8,1614,33.2,38.740533124873295,0,0,0,0,0,0,2025-08-27 14:00:00,2,0,54,50
4707,L51886,L,303.5,311.7,1959,22.3,39.463818330798205,0,0,0,0,0,0,2025-08-27 15:00:00,2,0,48,50
4708,L51887,L,303.5,311.8,1944,23.5,40.129941092543966,0,0,0,0,0,0,2025-08-27 16:00:00,2,0,47,50
4709,L51888,L,303.4,311.7,1793,25.8,41.1898985777283,0,0,0,0,0,0,2025-08-27 17:00:00,2,0,48,50
4710,M19569,M,303.4,311.6,1446,50.0,42.674831501937994,0,0,0,0,0,0,2025-08-27 18:00:00,2,0,46,50
4711,L51890,L,303.4,311.7,1673,32.2,44.61441103563801,0,0,0,0,0,0,2025-08-27 19:00:00,2,0,54,50
4712,M19571,M,303.4,311.7,1515,44.2,45.47412854149133,0,0,0,0,0,0,2025-08-27 20:00:00,2,0,48,50
4713,L51892,L,303.4,311.8,1564,35.9,46.19858362375472,0,0,0,0,0,0,2025-08-27 21:00:00,2,0,45,50
4714,L51893,L,303.5,311.8,1451,45.2,0.0,1,0,0,0,0,0,2025-08-27 22:00:00,3,60,6,50
4715,H34128,H,303.4,311.8,1693,28.3,0.625853812742297,0,0,0,0,0,0,2025-08-27 23:00:00,3,0,45,50
4716,L51895,L,303.4,311.7,1476,42.3,2.329481243510352,0,0,0,0,0,0,2025-08-28 00:00:00,3,0,45,50
4717,L51896,L,303.4,311.6,1712,30.1,3.620753023343169,0,0,0,0,0,0,2025-08-28 01:00:00,3,0,50,50
4718,M19577,M,303.4,311.6,1425,45.4,5.321240312452902,0,0,0,0,0,0,2025-08-28 03:00:00,3,0,55,50
4719,L51898,L,303.3,311.6,1337,56.8,6.801764310938605,0,0,1,0,0,0,2025-08-28 04:00:00,3,0,52,50
4720,M19579,M,303.4,311.7,1690,34.9,8.760631937427819,0,0,0,0,0,0,2025-08-28 05:00:00,3,0,55,50
4721,M19580,M,303.4,311.7,1353,44.1,10.042765000950304,0,0,1,0,0,0,2025-08-28 06:00:00,1,0,49,50
4722,L51901,L,303.5,311.8,1927,21.9,11.63763197163885,0,0,0,0,0,0,2025-08-28 07:00:00,1,0,51,50
4723,M19582,M,303.4,311.8,1391,42.7,12.775890570898383,0,0,0,0,0,0,2025-08-28 08:00:00,1,0,53,50
4724,L51903,L,303.4,311.8,1366,50.9,13.832651751932053,0,0,1,0,0,0,2025-08-28 09:00:00,1,0,55,50
4725,L51904,L,303.4,311.9,1771,31.6,14.985169643088266,0,0,0,0,0,0,2025-08-28 10:00:00,1,0,45,50
4726,M19585,M,303.4,311.8,1515,42.6,16.30494020614007,0,0,0,0,0,0,2025-08-28 11:00:00,1,0,48,50
4727,M19586,M,303.4,311.8,2133,18.3,17.557308180999755,0,0,0,0,0,0,2025-08-28 12:00:00,1,0,53,50
4728,M19587,M,303.4,311.8,1341,47.0,18.228215455691732,0,0,1,0,0,0,2025-08-28 13:00:00,1,0,54,50
4729,L51908,L,303.4,311.7,1406,47.1,18.84852701741232,0,0,0,0,0,0,2025-08-28 14:00:00,2,0,47,50
4730,L51909,L,303.4,311.8,1306,61.0,19.49835649440873,0,0,1,0,1,0,2025-08-28 15:00:00,2,0,46,50
4731,L51910,L,303.3,311.7,1508,35.5,20.249407790498704,0,0,0,0,0,0,2025-08-28 16:00:00,2,0,55,50
4732,L51911,L,303.3,311.6,1301,45.1,20.909796194169573,0,0,1,0,0,0,2025-08-28 17:00:00,2,0,47,50
4733,L51912,L,303.3,311.7,1539,38.5,0.0,1,0,0,0,0,0,2025-08-28 18:00:00,2,60,4,50
4734,L51913,L,303.3,311.6,1484,44.6,0.7949011952223355,0,0,0,0,0,0,2025-08-28 19:00:00,2,0,54,50
4735,L51914,L,303.2,311.5,1507,39.2,2.566586600766647,0,0,0,0,0,0,2025-08-28 20:00:00,2,0,49,50
